Duração;sys_created_on;assignment_group;short_description;node;cmdb_ci;number;severity;parent;cmdb_ci.sys_class_name;source;sn_priority_group;state;sys_id;type.display_value;u_action_time;u_closed_date;acknowledged;correlation_group;event_count;incident;metric_name;message_key;com_remediacao;Pilar;tasks_count;tasks_numbers;self_healing_status
00:04:20;7/28/2025 10:53:26 PM;Pós Negociação RF e RV;BVMF Processos TES - Sinacor is in undesirable (stop_pending) state;SP3SINAXP02.xpcorretora.com.br;sp3sinaxp02;Alert13726684;Crítico;Alert13726705;Windows Server;SGO-Dynatrace;Urgente;Encerrado;30b0415587872e10658f85580cbb35e9;AVAILABILITY;0;7/28/2025 10:57:46 PM;VERDADEIRO;Secundário(a);2;nan;SERVICE_AVAIBILITY;2835629179783586733_1753753950438V2-SP3SINAXP02.xpcorretora.com.br;Sim;Infra;1;REM0082171;REM_OK
00:05:15;7/28/2025 10:53:29 PM;Pós Negociação RF e RV;BVMF Servidor de Manipulação de Ordens e Negócios - Sinacor is in undesirable (stop_pending) state;SP3SINAXP03.xpcorretora.com.br;sp3sinaxp03;Alert13726685;Crítico;Alert13726701;Windows Server;SGO-Dynatrace;Urgente;Encerrado;65b0059d978fae10ff0efb96f053affa;AVAILABILITY;0;7/28/2025 10:58:44 PM;VERDADEIRO;Secundário(a);2;nan;SERVICE_AVAIBILITY;-1630151836706532941_1753753960241V2-SP3SINAXP03.xpcorretora.com.br;Sim;Infra;1;REM0082219;REM_OK
00:05:20;7/28/2025 10:53:29 PM;Pós Negociação RF e RV;BVMF Custódia Fiduciária - Processos - Sinacor is in undesirable (stopped) state;SP3SINAXP03.xpcorretora.com.br;sp3sinaxp03;Alert13726686;Crítico;Alert13726701;Windows Server;SGO-Dynatrace;Urgente;Encerrado;99b0891597836e10c5f1b5d6f053af39;AVAILABILITY;0;7/28/2025 10:58:49 PM;FALSO;Secundário(a);2;nan;SERVICE_AVAIBILITY;9088359809993734238_1753753960240V2-SP3SINAXP03.xpcorretora.com.br;Sim;Infra;1;REM0082222;REM_OK
00:05:20;7/28/2025 10:53:29 PM;Pós Negociação RF e RV;B3 Clientes - UploadWeb - Sinacor is in undesirable (stopped) state;SP3SINAXP03.xpcorretora.com.br;sp3sinaxp03;Alert13726687;Crítico;Alert13726701;Windows Server;SGO-Dynatrace;Urgente;Encerrado;ddb04d5997476e106e5efcb6f053af66;AVAILABILITY;0;7/28/2025 10:58:49 PM;VERDADEIRO;Secundário(a);2;nan;SERVICE_AVAIBILITY;-3092922352454058709_1753753960241V2-SP3SINAXP03.xpcorretora.com.br;Sim;Infra;1;REM0082231;REM_OK
00:05:20;7/28/2025 10:53:29 PM;Pós Negociação RF e RV;BVMF SystemSupport-Sinacor is in undesirable (stopped) state;SP3SINAXP03.xpcorretora.com.br;sp3sinaxp03;Alert13726688;Crítico;Alert13726701;Windows Server;SGO-Dynatrace;Urgente;Encerrado;25b0cd59978baa504487b55ef053aff6;AVAILABILITY;0;7/28/2025 10:58:49 PM;VERDADEIRO;Secundário(a);2;nan;SERVICE_AVAIBILITY;6310356871666224942_1753753960241V2-SP3SINAXP03.xpcorretora.com.br;Sim;Infra;1;REM0082201;REM_OK
00:05:15;7/28/2025 10:53:29 PM;Pós Negociação RF e RV;B3 Orquestrador - Booster Platform is in undesirable (stopped) state;SP3SINAXP03.xpcorretora.com.br;sp3sinaxp03;Alert13726689;Crítico;Alert13726701;Windows Server;SGO-Dynatrace;Urgente;Encerrado;9db08d5997476e106e5efcb6f053af25;AVAILABILITY;0;7/28/2025 10:58:44 PM;VERDADEIRO;Secundário(a);2;nan;SERVICE_AVAIBILITY;-2129829006679488026_1753753960241V2-SP3SINAXP03.xpcorretora.com.br;Sim;Infra;1;REM0082224;REM_OK
00:05:15;7/28/2025 10:53:29 PM;Pós Negociação RF e RV;BVMF Serviço de Monitoração de Banco de Dados-Sinacor is in undesirable (stopped) state;SP3SINAXP03.xpcorretora.com.br;sp3sinaxp03;Alert13726690;Crítico;Alert13726701;Windows Server;SGO-Dynatrace;Urgente;Encerrado;51b04d5997476e106e5efcb6f053afd2;AVAILABILITY;0;7/28/2025 10:58:44 PM;VERDADEIRO;Secundário(a);2;nan;SERVICE_AVAIBILITY;-2447694003637969135_1753753960241V2-SP3SINAXP03.xpcorretora.com.br;Sim;Infra;1;REM0082205;REM_OK
00:05:20;7/28/2025 10:53:29 PM;Pós Negociação RF e RV;B3 Custódia Fiduciária - Mensageria - Sinacor is in undesirable (stopped) state;SP3SINAXP03.xpcorretora.com.br;sp3sinaxp03;Alert13726691;Crítico;Alert13726701;Windows Server;SGO-Dynatrace;Urgente;Encerrado;19b0c5d13b4f6a1084491747f4e45a60;AVAILABILITY;0;7/28/2025 10:58:49 PM;VERDADEIRO;Secundário(a);2;nan;SERVICE_AVAIBILITY;7117039514634574129_1753753960240V2-SP3SINAXP03.xpcorretora.com.br;Sim;Infra;1;REM0082198;REM_OK
00:05:10;7/28/2025 10:53:30 PM;Pós Negociação RF e RV;B3 Faturamento - B3iMiddleware - Sinacor is in undesirable (stop_pending) state;SP3SINAXP03.xpcorretora.com.br;sp3sinaxp03;Alert13726692;Crítico;Alert13726701;Windows Server;SGO-Dynatrace;Urgente;Encerrado;bdb08d559703a690e62cb9b6f053af05;AVAILABILITY;0;7/28/2025 10:58:40 PM;VERDADEIRO;Secundário(a);2;nan;SERVICE_AVAIBILITY;-2530608402980195144_1753753960241V2-SP3SINAXP03.xpcorretora.com.br;Sim;Infra;1;REM0082228;REM_OK
00:05:20;7/28/2025 10:53:30 PM;Pós Negociação RF e RV;B3 Gateway - SINACOR is in undesirable (stopped) state;SP3SINAXP03.xpcorretora.com.br;sp3sinaxp03;Alert13726693;Crítico;Alert13726701;Windows Server;SGO-Dynatrace;Urgente;Encerrado;35b081d997cb6a1077b1f846f053afc7;AVAILABILITY;0;7/28/2025 10:58:50 PM;VERDADEIRO;Secundário(a);2;nan;SERVICE_AVAIBILITY;7035773880239760077_1753753960241V2-SP3SINAXP03.xpcorretora.com.br;Sim;Infra;1;REM0082202;REM_OK
00:05:20;7/28/2025 10:53:30 PM;Pós Negociação RF e RV;B3 BOOSTER - Processamento Importação Tarifação - Sinacor is in undesirable (stopped) state;SP3SINAXP03.xpcorretora.com.br;sp3sinaxp03;Alert13726694;Crítico;Alert13726701;Windows Server;SGO-Dynatrace;Urgente;Encerrado;a5b045114787eed0b270fec4f26d4371;AVAILABILITY;0;7/28/2025 10:58:50 PM;VERDADEIRO;Secundário(a);2;nan;SERVICE_AVAIBILITY;5160428240121933682_1753753960241V2-SP3SINAXP03.xpcorretora.com.br;Sim;Infra;1;REM0082225;REM_OK
00:05:20;7/28/2025 10:53:30 PM;Pós Negociação RF e RV;BVMF Custódia Fiduciária Manipulação de Arquivos - Sinacor is in undesirable (stop_pending) state;SP3SINAXP03.xpcorretora.com.br;sp3sinaxp03;Alert13726695;Crítico;Alert13726701;Windows Server;SGO-Dynatrace;Urgente;Encerrado;25b045593b4f6a10ab756c47f4e45a6e;AVAILABILITY;0;7/28/2025 10:58:50 PM;VERDADEIRO;Secundário(a);2;nan;SERVICE_AVAIBILITY;4695751965101367851_1753753960240V2-SP3SINAXP03.xpcorretora.com.br;Sim;Infra;1;REM0082200;REM_OK
00:05:21;7/28/2025 10:53:31 PM;Pós Negociação RF e RV;B3 Faturamento - Relatórios Confirmação - Mensageria - Sinacor is in undesirable (stopped) state;SP3SINAXP03.xpcorretora.com.br;sp3sinaxp03;Alert13726696;Crítico;Alert13726701;Windows Server;SGO-Dynatrace;Urgente;Encerrado;39b049d53bc7a2d0d3613c37f4e45a5d;AVAILABILITY;0;7/28/2025 10:58:52 PM;VERDADEIRO;Secundário(a);2;nan;SERVICE_AVAIBILITY;7355338346698231717_1753753960241V2-SP3SINAXP03.xpcorretora.com.br;Sim;Infra;1;REM0082203;REM_OK
00:05:21;7/28/2025 10:53:31 PM;Pós Negociação RF e RV;BVMF Servidor de Configurações-Sinacor is in undesirable (stop_pending) state;SP3SINAXP03.xpcorretora.com.br;sp3sinaxp03;Alert13726697;Crítico;Alert13726701;Windows Server;SGO-Dynatrace;Urgente;Encerrado;3db049d53bc7a2d0d3613c37f4e45a88;AVAILABILITY;0;7/28/2025 10:58:52 PM;FALSO;Secundário(a);2;nan;SERVICE_AVAIBILITY;-4913648289220875783_1753753960241V2-SP3SINAXP03.xpcorretora.com.br;Sim;Infra;1;REM0082204;REM_OK
00:05:20;7/28/2025 10:53:31 PM;Pós Negociação RF e RV;B3 BOOSTER - Processamento Distribuição de Derivativos - Sinacor is in undesirable (stopped) state;SP3SINAXP03.xpcorretora.com.br;sp3sinaxp03;Alert13726698;Crítico;Alert13726701;Windows Server;SGO-Dynatrace;Urgente;Encerrado;06b0055587872e10658f85580cbb3582;AVAILABILITY;0;7/28/2025 10:58:51 PM;VERDADEIRO;Secundário(a);2;nan;SERVICE_AVAIBILITY;-4269261364815815328_1753753960241V2-SP3SINAXP03.xpcorretora.com.br;Sim;Infra;1;REM0082196;REM_OK
00:05:20;7/28/2025 10:53:31 PM;Pós Negociação RF e RV;BVMF Servidor de Dumper-Sinacor is in undesirable (stop_pending) state;SP3SINAXP03.xpcorretora.com.br;sp3sinaxp03;Alert13726699;Crítico;Alert13726701;Windows Server;SGO-Dynatrace;Urgente;Encerrado;06b005993b0ba2902a256747f4e45a9b;AVAILABILITY;0;7/28/2025 10:58:51 PM;VERDADEIRO;Secundário(a);2;nan;SERVICE_AVAIBILITY;-4008164991432904488_1753753960241V2-SP3SINAXP03.xpcorretora.com.br;Sim;Infra;1;REM0082197;REM_OK
00:05:20;7/28/2025 10:53:31 PM;Pós Negociação RF e RV;BVMF Servidor de Cache-Sinacor is in undesirable (stopped) state;SP3SINAXP03.xpcorretora.com.br;sp3sinaxp03;Alert13726700;Crítico;Alert13726701;Windows Server;SGO-Dynatrace;Urgente;Encerrado;02b04d9d874f6290959ec8440cbb3572;AVAILABILITY;0;7/28/2025 10:58:51 PM;VERDADEIRO;Secundário(a);2;nan;SERVICE_AVAIBILITY;4808170540194917425_1753753960241V2-SP3SINAXP03.xpcorretora.com.br;Sim;Infra;1;REM0082253;REM_OK
00:05:20;7/28/2025 10:53:33 PM;Pós Negociação RF e RV;BVMF Servidor de Processos-Sinacor is in undesirable (stopped) state;SP3SINAXP03.xpcorretora.com.br;sp3sinaxp03;Alert13726702;Crítico;Alert13726701;Windows Server;SGO-Dynatrace;Urgente;Encerrado;dab0499d47c72e10a456f2c5036d43c3;AVAILABILITY;0;7/28/2025 10:58:53 PM;VERDADEIRO;Secundário(a);2;nan;SERVICE_AVAIBILITY;4272500266562302296_1753753960241V2-SP3SINAXP03.xpcorretora.com.br;Sim;Infra;1;REM0082269;REM_OK
00:05:10;7/28/2025 10:53:33 PM;Pós Negociação RF e RV;BVMF Servidor de Armazenamento de Logs-Sinacor is in undesirable (stopped) state;SP3SINAXP03.xpcorretora.com.br;sp3sinaxp03;Alert13726703;Crítico;Alert13726701;Windows Server;SGO-Dynatrace;Urgente;Encerrado;e2b0899d47c72e10a456f2c5036d4376;AVAILABILITY;0;7/28/2025 10:58:43 PM;VERDADEIRO;Secundário(a);2;nan;SERVICE_AVAIBILITY;-1482345165233247117_1753753960241V2-SP3SINAXP03.xpcorretora.com.br;Sim;Infra;1;REM0082266;REM_OK
00:05:15;7/28/2025 10:53:33 PM;Pós Negociação RF e RV;B3 Custódia Fiduciária - Eventos Corporativos - Sinacor is in undesirable (stopped) state;SP3SINAXP03.xpcorretora.com.br;sp3sinaxp03;Alert13726704;Crítico;Alert13726701;Windows Server;SGO-Dynatrace;Urgente;Encerrado;56b001d53b07ea504fee7947f4e45ab6;AVAILABILITY;0;7/28/2025 10:58:48 PM;VERDADEIRO;Secundário(a);2;nan;SERVICE_AVAIBILITY;-7804460767402744768_1753753960241V2-SP3SINAXP03.xpcorretora.com.br;Sim;Infra;1;REM0082258;REM_OK
00:05:15;7/28/2025 10:53:34 PM;Pós Negociação RF e RV;BVMF Servidor de Instrumentos-Sinacor is in undesirable (stopped) state;SP3SINAXP03.xpcorretora.com.br;sp3sinaxp03;Alert13726706;Crítico;Alert13726701;Windows Server;SGO-Dynatrace;Urgente;Encerrado;32b04d9d3b472290a05cc037f4e45abb;AVAILABILITY;0;7/28/2025 10:58:49 PM;VERDADEIRO;Secundário(a);2;nan;SERVICE_AVAIBILITY;-8649967678389414976_1753753960241V2-SP3SINAXP03.xpcorretora.com.br;Sim;Infra;1;REM0082256;REM_OK
00:05:15;7/28/2025 10:53:34 PM;Pós Negociação RF e RV;BVMF Servidor WCF-Sinacor is in undesirable (stopped) state;SP3SINAXP03.xpcorretora.com.br;sp3sinaxp03;Alert13726707;Crítico;Alert13726701;Windows Server;SGO-Dynatrace;Urgente;Encerrado;76b04d9d3b472290a05cc037f4e45aaf;AVAILABILITY;0;7/28/2025 10:58:49 PM;VERDADEIRO;Secundário(a);2;nan;SERVICE_AVAIBILITY;8770776996782031297_1753753960241V2-SP3SINAXP03.xpcorretora.com.br;Sim;Infra;1;REM0082260;REM_OK
00:05:15;7/28/2025 10:53:35 PM;Pós Negociação RF e RV;BVMF BusinessSupport-Sinacor is in undesirable (stop_pending) state;SP3SINAXP03.xpcorretora.com.br;sp3sinaxp03;Alert13726708;Crítico;Alert13726701;Windows Server;SGO-Dynatrace;Urgente;Encerrado;b6b085593b4f6a10ab756c47f4e45a43;AVAILABILITY;0;7/28/2025 10:58:50 PM;VERDADEIRO;Secundário(a);2;nan;SERVICE_AVAIBILITY;-2838528023883253136_1753753960241V2-SP3SINAXP03.xpcorretora.com.br;Sim;Infra;1;REM0082267;REM_OK
00:05:15;7/28/2025 10:53:35 PM;Pós Negociação RF e RV;B3 Processos GAS - Sinacor is in undesirable (stopped) state;SP3SINAXP03.xpcorretora.com.br;sp3sinaxp03;Alert13726709;Crítico;Alert13726701;Windows Server;SGO-Dynatrace;Urgente;Encerrado;36b005993b0ba2902a256747f4e45ac1;AVAILABILITY;0;7/28/2025 10:58:50 PM;VERDADEIRO;Secundário(a);2;nan;SERVICE_AVAIBILITY;-8122805614640684637_1753753960241V2-SP3SINAXP03.xpcorretora.com.br;Sim;Infra;1;REM0082257;REM_OK
00:05:05;7/28/2025 10:53:36 PM;Pós Negociação RF e RV;B3 Custódia Fiduciária - Relatórios - Sinacor is in undesirable (stop_pending) state;SP3SINAXP03.xpcorretora.com.br;sp3sinaxp03;Alert13726710;Crítico;Alert13726701;Windows Server;SGO-Dynatrace;Urgente;Encerrado;cfb089d53bc7a2d0d3613c37f4e45a94;AVAILABILITY;0;7/28/2025 10:58:41 PM;VERDADEIRO;Secundário(a);2;nan;SERVICE_AVAIBILITY;-2526291564124451539_1753753960241V2-SP3SINAXP03.xpcorretora.com.br;Sim;Infra;1;REM0082263;REM_OK
00:05:15;7/28/2025 10:53:38 PM;Pós Negociação RF e RV;BVMF Business Parameter - Sinacor is in undesirable (stopped) state;SP3SINAXP03.xpcorretora.com.br;sp3sinaxp03;Alert13726712;Crítico;Alert13726701;Windows Server;SGO-Dynatrace;Urgente;Encerrado;67b041d53b07ea504fee7947f4e45ad3;AVAILABILITY;0;7/28/2025 10:58:53 PM;VERDADEIRO;Secundário(a);2;nan;SERVICE_AVAIBILITY;3935712429079931806_1753753960241V2-SP3SINAXP03.xpcorretora.com.br;Sim;Infra;1;REM0082259;REM_OK
00:04:50;7/28/2025 11:06:49 PM;Pós Negociação RF e RV;BVMF Servidor de Upload de Arquivos-Sinacor is in undesirable (stopped) state;SP3SINAXP02.xpcorretora.com.br;sp3sinaxp02;Alert13726723;Crítico;Alert13726726;Windows Server;SGO-Dynatrace;Urgente;Encerrado;a0c345513b8f6a1084491747f4e45a31;AVAILABILITY;0;7/28/2025 11:11:39 PM;FALSO;Secundário(a);2;nan;SERVICE_AVAIBILITY;-9168815325833969516_1753754760423V2-SP3SINAXP02.xpcorretora.com.br;Sim;Infra;1;REM0082270;REM_OK
00:06:35;7/28/2025 11:07:18 PM;Pós Negociação RF e RV;BVMF Business Parameter - Sinacor is in undesirable (stopped) state;SP3SINAXP02.xpcorretora.com.br;sp3sinaxp02;Alert13726724;Crítico;Alert13726726;Windows Server;SGO-Dynatrace;Urgente;Encerrado;f7d34d5d470b2e10a456f2c5036d4397;AVAILABILITY;0;7/28/2025 11:13:53 PM;VERDADEIRO;Secundário(a);2;nan;SERVICE_AVAIBILITY;-1757212014732012836_1753754780356V2-SP3SINAXP02.xpcorretora.com.br;Sim;Infra;1;REM0082272;REM_OK
00:06:20;7/28/2025 11:07:31 PM;Pós Negociação RF e RV;BVMF Manipulação de Dados TES - Sinacor is in undesirable (stopped) state;SP3SINAXP02.xpcorretora.com.br;sp3sinaxp02;Alert13726725;Crítico;Alert13726726;Windows Server;SGO-Dynatrace;Urgente;Encerrado;4be34d993b4ba2902a256747f4e45aa9;AVAILABILITY;0;7/28/2025 11:13:51 PM;VERDADEIRO;Secundário(a);2;;SERVICE_AVAIBILITY;6343792773580964269_1753754800265V2-SP3SINAXP02.xpcorretora.com.br;Sim;Infra;1;REM0082271;REM_OK
00:05:40;7/28/2025 11:08:13 PM;Pós Negociação RF e RV;BVMF Processos TES - Sinacor is in undesirable (stopped) state;SP3SINAXP02.xpcorretora.com.br;sp3sinaxp02;Alert13726729;Crítico;Alert13726726;Windows Server;SGO-Dynatrace;Urgente;Encerrado;0914499d470b2e10a456f2c5036d43bf;AVAILABILITY;0;7/28/2025 11:13:53 PM;VERDADEIRO;Secundário(a);2;nan;SERVICE_AVAIBILITY;-6823732164633459696_1753754830301V2-SP3SINAXP02.xpcorretora.com.br;Sim;Infra;1;REM0082273;REM_OK
00:05:15;7/28/2025 11:08:39 PM;Pós Negociação RF e RV;Multiple infrastructure problems;SP3SINAXP02.xpcorretora.com.br;sp3sinaxp02;Alert13726730;Crítico;Alert13726726;Windows Server;SGO-Dynatrace;Urgente;Encerrado;632481d13b8f6a1084491747f4e45a34;AVAILABILITY;0;7/28/2025 11:13:54 PM;VERDADEIRO;Secundário(a);3;nan;SERVICE_AVAIBILITY;415210897631088054_1753754850173V2-SP3SINAXP02.xpcorretora.com.br;Sim;Infra;1;REM0082274;REM_OK
00:04:05;7/28/2025 11:09:46 PM;Pós Negociação RF e RV;BVMF Monitor de Processos Faturamento - Sinacor is in undesirable (stopped) state;SP3SINAXP02.xpcorretora.com.br;sp3sinaxp02;Alert13726732;Crítico;Alert13726726;Windows Server;SGO-Dynatrace;Urgente;Encerrado;8474c55d3b0ba2d0d3613c37f4e45a1d;AVAILABILITY;0;7/28/2025 11:13:51 PM;VERDADEIRO;Secundário(a);2;nan;SERVICE_AVAIBILITY;-8335230224474410827_1753754920278V2-SP3SINAXP02.xpcorretora.com.br;Sim;Infra;1;REM0082275;REM_OK
00:04:05;7/28/2025 11:09:48 PM;Pós Negociação RF e RV;BVMF Empréstimo de Ativos - Sinacor is in undesirable (stopped) state;SP3SINAXP02.xpcorretora.com.br;sp3sinaxp02;Alert13726733;Crítico;Alert13726726;Windows Server;SGO-Dynatrace;Urgente;Encerrado;d474c9dd470b2e10a456f2c5036d43f9;AVAILABILITY;0;7/28/2025 11:13:53 PM;VERDADEIRO;Secundário(a);2;nan;SERVICE_AVAIBILITY;8139833196148233000_1753754930397V2-SP3SINAXP02.xpcorretora.com.br;Sim;Infra;1;REM0082276;REM_OK
00:03:55;7/28/2025 11:10:00 PM;Pós Negociação RF e RV;BVMF Servidor de Importação/Exportação de Negócios do Correspondente - Sinacor is in undesirable (stopped) state;SP3SINAXP02.xpcorretora.com.br;sp3sinaxp02;Alert13726734;Crítico;Alert13726726;Windows Server;SGO-Dynatrace;Urgente;Encerrado;e774815987cf2e1089d9ea480cbb35ae;AVAILABILITY;0;7/28/2025 11:13:55 PM;VERDADEIRO;Secundário(a);2;nan;SERVICE_AVAIBILITY;-1507888845949502304_1753754950101V2-SP3SINAXP02.xpcorretora.com.br;Sim;Infra;1;REM0082279;REM_OK
00:03:45;7/28/2025 11:10:35 PM;Pós Negociação RF e RV;B3 Faturamento - Exportação Web - Sinacor is in undesirable (stopped) state;SP3SINAXP02.xpcorretora.com.br;sp3sinaxp02;Alert13726735;Crítico;Alert13726726;Windows Server;SGO-Dynatrace;Urgente;Encerrado;4ca4c119970f6a1077b1f846f053af6e;AVAILABILITY;0;7/28/2025 11:14:20 PM;VERDADEIRO;Secundário(a);2;;SERVICE_AVAIBILITY;-8185364654825887845_1753754980310V2-SP3SINAXP02.xpcorretora.com.br;Sim;Infra;1;REM0082277;REM_OK
00:03:40;7/28/2025 11:10:40 PM;Pós Negociação RF e RV;B3 Servidor de Controle de Movimento de Derivativos - Sinacor is in undesirable (stopped) state;SP3SINAXP02.xpcorretora.com.br;sp3sinaxp02;Alert13726736;Crítico;Alert13726726;Windows Server;SGO-Dynatrace;Urgente;Encerrado;99a40519970f6a1077b1f846f053af34;AVAILABILITY;0;7/28/2025 11:14:20 PM;VERDADEIRO;Secundário(a);2;nan;SERVICE_AVAIBILITY;-7349999543704006426_1753754990317V2-SP3SINAXP02.xpcorretora.com.br;Sim;Infra;1;REM0082278;REM_OK
00:02:40;7/28/2025 11:11:14 PM;Pós Negociação RF e RV;B3 Custódia Fiduciária - Relatórios - P2Sinacor is in undesirable (stopped) state;SP3SINAXP02.xpcorretora.com.br;sp3sinaxp02;Alert13726738;Crítico;Alert13726726;Windows Server;SGO-Dynatrace;Urgente;Encerrado;5dc449d53b8f6a1084491747f4e45a3e;AVAILABILITY;0;7/28/2025 11:13:54 PM;VERDADEIRO;Secundário(a);2;nan;SERVICE_AVAIBILITY;8125437977247508279_1753755030155V2-SP3SINAXP02.xpcorretora.com.br;Sim;Infra;1;REM0082280;REM_OK
00:01:35;7/28/2025 11:12:45 PM;Pós Negociação RF e RV;BVMF Verificação Indícios FATCA - Sinacor is in undesirable (stopped) state;SP3SINAXP02.xpcorretora.com.br;sp3sinaxp02;Alert13726740;Crítico;Alert13726726;Windows Server;SGO-Dynatrace;Urgente;Encerrado;a31585953b8f6a10ab756c47f4e45a11;AVAILABILITY;0;7/28/2025 11:14:20 PM;VERDADEIRO;Secundário(a);2;nan;SERVICE_AVAIBILITY;-5108129642590785730_1753755120335V2-SP3SINAXP02.xpcorretora.com.br;Sim;Infra;1;REM0082282;REM_OK
00:01:35;7/28/2025 11:12:46 PM;Pós Negociação RF e RV;B3 Gerador de Arquivos Bacen - CUS -Sinacor is in undesirable (stopped) state;SP3SINAXP02.xpcorretora.com.br;sp3sinaxp02;Alert13726741;Crítico;Alert13726726;Windows Server;SGO-Dynatrace;Urgente;Encerrado;4425c1598703a290959ec8440cbb35bd;AVAILABILITY;0;7/28/2025 11:14:21 PM;VERDADEIRO;Secundário(a);2;;SERVICE_AVAIBILITY;-3147190635339871414_1753755100095V2-SP3SINAXP02.xpcorretora.com.br;Sim;Infra;1;REM0082281;REM_OK
00:02:20;7/28/2025 11:16:39 PM;Pós Negociação RF e RV;BVMF Servidor de Dumper-Sinacor is in undesirable (stopped) state;SP3SINAXP03.xpcorretora.com.br;sp3sinaxp03;Alert13726752;Crítico;Alert13726757;Windows Server;SGO-Dynatrace;Urgente;Encerrado;70060991970faa504487b55ef053afc3;AVAILABILITY;0;7/28/2025 11:18:59 PM;VERDADEIRO;Secundário(a);2;;SERVICE_AVAIBILITY;2590362062425141602_1753755370206V2-SP3SINAXP03.xpcorretora.com.br;Sim;Infra;1;REM0082283;REM_OK
00:02:10;7/28/2025 11:16:46 PM;Pós Negociação RF e RV;BVMF Manipulação de Dados CCO - Sinacor is in undesirable (stopped) state;SP3SINAXP02.xpcorretora.com.br;sp3sinaxp02;Alert13726754;Crítico;Alert13726757;Windows Server;SGO-Dynatrace;Urgente;Encerrado;e606451547c3aa50f15dfb72036d43c7;AVAILABILITY;0;7/28/2025 11:18:56 PM;VERDADEIRO;Secundário(a);2;nan;SERVICE_AVAIBILITY;7816111833989945544_1753755350348V2-SP3SINAXP02.xpcorretora.com.br;Sim;Infra;1;REM0082284;REM_OK
00:01:35;7/28/2025 11:19:50 PM;Pós Negociação RF e RV;B3 Gerador de Arquivos Bacen - BMF -Sinacor is in undesirable (stopped) state;SP3SINAXP02.xpcorretora.com.br;sp3sinaxp02;Alert13726763;Crítico;Alert13726766;Windows Server;SGO-Dynatrace;Urgente;Encerrado;dfb6c1153b4ba2d0d3613c37f4e45ae3;AVAILABILITY;0;7/28/2025 11:21:25 PM;VERDADEIRO;Secundário(a);2;;SERVICE_AVAIBILITY;9201960837602624891_1753755530375V2-SP3SINAXP02.xpcorretora.com.br;Sim;Infra;1;REM0082285;REM_OK
00:03:45;7/28/2025 11:22:28 PM;Pós Negociação RF e RV;BVMF Servidor de Configurações-Sinacor is in undesirable (stopped) state;SP3SINAXP01.xpcorretora.com.br;sp3sinaxp01;Alert13726783;Crítico;Alert13726797;Windows Server;SGO-Dynatrace;Urgente;Encerrado;b9578d19474b2e10a456f2c5036d4359;AVAILABILITY;0;7/28/2025 11:26:13 PM;VERDADEIRO;Secundário(a);2;;SERVICE_AVAIBILITY;607855677749080290_1753755680192V2-SP3SINAXP01.xpcorretora.com.br;Sim;Infra;1;REM0082289;REM_OK
00:03:40;7/28/2025 11:22:30 PM;Pós Negociação RF e RV;BVMF Unidade Negócio System - Sinacor is in undesirable (stop_pending) state;SP3SINAXP01.xpcorretora.com.br;sp3sinaxp01;Alert13726784;Crítico;Alert13726797;Windows Server;SGO-Dynatrace;Urgente;Encerrado;1e5705999747ea10b86c7727f053affc;AVAILABILITY;0;7/28/2025 11:26:10 PM;VERDADEIRO;Secundário(a);2;;SERVICE_AVAIBILITY;8636294064412948053_1753755680192V2-SP3SINAXP01.xpcorretora.com.br;Sim;Infra;1;REM0082287;REM_OK
00:03:35;7/28/2025 11:22:35 PM;Pós Negociação RF e RV;BVMF Unidade Negócio SMP - Sinacor is in undesirable (stop_pending) state;SP3SINAXP01.xpcorretora.com.br;sp3sinaxp01;Alert13726786;Crítico;Alert13726797;Windows Server;SGO-Dynatrace;Urgente;Encerrado;e75785999747ea10b86c7727f053afce;AVAILABILITY;0;7/28/2025 11:26:10 PM;VERDADEIRO;Secundário(a);2;;SERVICE_AVAIBILITY;5045398614037558055_1753755680192V2-SP3SINAXP01.xpcorretora.com.br;Sim;Infra;1;REM0082291;REM_OK
00:03:25;7/28/2025 11:22:44 PM;Pós Negociação RF e RV;B3 Gateway - SINACOR is in undesirable (stopped) state;SP3SINAXP03.xpcorretora.com.br;sp3sinaxp03;Alert13726787;Crítico;Alert13726796;Windows Server;SGO-Dynatrace;Urgente;Encerrado;06678d119703ee10ff0efb96f053af30;AVAILABILITY;0;7/28/2025 11:26:09 PM;VERDADEIRO;Secundário(a);2;;SERVICE_AVAIBILITY;-3470755507247528285_1753755700162V2-SP3SINAXP03.xpcorretora.com.br;Sim;Infra;1;REM0082286;REM_OK
00:03:25;7/28/2025 11:22:48 PM;Pós Negociação RF e RV;B3 Faturamento - B3iMiddleware - Sinacor is in undesirable (stopped) state;SP3SINAXP03.xpcorretora.com.br;sp3sinaxp03;Alert13726788;Crítico;Alert13726796;Windows Server;SGO-Dynatrace;Urgente;Encerrado;fe67c91d3b87ea504fee7947f4e45afb;AVAILABILITY;0;7/28/2025 11:26:13 PM;VERDADEIRO;Secundário(a);2;;SERVICE_AVAIBILITY;-1581246189517892533_1753755700161V2-SP3SINAXP03.xpcorretora.com.br;Sim;Infra;1;REM0082292;REM_OK
